LLchr	LLstart	LLend	LLstrand	LLgeneID	LLgeneSymbol	geneName	Ens99geneIDversion	EntrezGeneID	ZFINgeneID	RefSeqAnnotationNote	Ens99annotationNote
chr21	15844260	15844763	+	LL0000007002	CR847785.1		ENSDARG00000096300.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	55563650	55571804	+	LL0000007003	CR847793.1		ENSDARG00000097417.2	101882786		"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr8	26977429	26979079	-	LL0000007004	CR847799.1		ENSDARG00000097186.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	25068992	25098913	-	LL0000007005	CR847803.1	uncharacterized LOC103909690 [Source:NCBI gene;Acc:103909690]	ENSDARG00000077589.5	103909690		"partial transcript overlap; ""j"" class in gffcompare; no abbreviation match"	Ens99 gene ID import on gene abbreviation and default intersectBed stringency for gene coordinate overlap
chr10	23537576	23541888	+	LL0000007006	CR847844.1	CD209 antigen-like protein D [Source:NCBI gene;Acc:101884526]	ENSDARG00000087245.3	101884526		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr10	23553533	23559544	+	LL0000007007	CR847844.2	C TYPE LECTIN DOMAIN FAMILY 4 MEMBER F C TYPE LECTIN SUPERFAMILY MEMBER 13 C TYPE LECTIN 13 KUPFFER CELL RECEPTOR	ENSDARG00000102680.2	101884413		"Partial transcript match; ""c"" classification in gffcompare"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	7434678	7456813	-	LL0000007008	CR847850.1	zinc finger protein 271-like [Source:NCBI gene;Acc:100534733]	ENSDARG00000102411.2	100534733			Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	2123249	2213660	-	LL0000007009	CR847851.1		ENSDARG00000071905.3	493590		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr22	12557663	12558261	+	LL0000007010	CR847870.1		ENSDARG00000093016.2			No transcript match by gffcompare	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr22	12699121	12700988	-	LL0000007011	CR847870.2		ENSDARG00000093061.2				geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr6	31069530	31147255	-	LL0000007012	CR847887.1		ENSDARG00000097226.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	29344957	29359540	+	LL0000007013	CR847895.1	ZINC FINGER	ENSDARG00000115593.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	52594765	52604143	+	LL0000007014	CR847897.1		ENSDARG00000117780.1	101882297		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	29821367	29828911	+	LL0000007015	CR847898.1		ENSDARG00000096822.2	103911239		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	29846478	29850261	+	LL0000007016	CR847898.2		ENSDARG00000097265.2	103911238		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	29842174	29843603	+	LL0000007017	CR847898.3	si:ch211-160m12.2 [Source:NCBI gene;Acc:100536449]	ENSDARG00000097574.3	100536449		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	29825726	29831211	-	LL0000007018	CR847898.4	uncharacterized LOC108190407 [Source:NCBI gene;Acc:108190407]	ENSDARG00000102496.2	108190407		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	4998793	4999271	+	LL0000007019	CR847899.1		ENSDARG00000092147.3			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	5020958	5029685	+	LL0000007020	CR847899.2		ENSDARG00000095105.3				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	35551730	35565905	-	LL0000007021	CR847906.1	protein NLRC3-like [Source:NCBI gene;Acc:571651]	ENSDARG00000099493.2	571651		"partial transcript overlap; ""j"" class in gffcompare; no abbreviation match"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	13151919	13152385	+	LL0000007022	CR847923.1		ENSDARG00000096993.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	14655841	14663152	+	LL0000007023	CR847936.1	piggyBac transposable element-derived protein 4-like [Source:NCBI gene;Acc:100330143]	ENSDARG00000039063.8	100330143		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	14559977	14655827	-	LL0000007024	CR847936.10		ENSDARG00000117482.1	110438560		"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	14593705	14593798	-	LL0000007025	CR847936.2		ENSDARG00000103921.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	14648999	14649069	-	LL0000007026	CR847936.3		ENSDARG00000106947.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	14511438	14518343	-	LL0000007027	CR847936.7		ENSDARG00000111274.1	100004921		"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	14309027	14311042	-	LL0000007028	CR847939.1	si:ch211-262i1.2 [Source:NCBI gene;Acc:101883906]	ENSDARG00000100639.2	101883906		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	54481941	54486410	-	LL0000007029	CR847944.1	adenosine receptor A1-like [Source:NCBI gene;Acc:571410]	ENSDARG00000026246.7	571410		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	54458407	54465776	-	LL0000007030	CR847944.2	adenosine receptor A1-like [Source:NCBI gene;Acc:108179103]	ENSDARG00000059899.4	108179103		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	46035854	46233562	+	LL0000007031	CR847947.1		ENSDARG00000099001.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	18867242	18898528	-	LL0000007032	CR847953.1		ENSDARG00000057403.6	334983		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	18731322	18731399	+	LL0000007033	CR847953.2		ENSDARG00000081473.4				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	40205995	40518280	+	LL0000007034	CR847968.1	cadherin-12 [Source:NCBI gene;Acc:570372]	ENSDARG00000096991.3	570372		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	41782683	41786522	-	LL0000007035	CR847970.1		ENSDARG00000112739.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	24477208	24483813	+	LL0000007036	CR847971.1	"si:ch211-147m20.1, pseudogene [Source:NCBI gene;Acc:100000250]"	ENSDARG00000091941.3	100000250		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	11175814	11181077	+	LL0000007037	CR847973.1		ENSDARG00000115516.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	15938621	15940105	+	LL0000007038	CR847983.1		ENSDARG00000097529.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	15979723	16010253	+	LL0000007039	CR847983.2		ENSDARG00000097864.3			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	37593044	37604029	-	LL0000007040	CR847984.1	si:dkey-61o18.2 [Source:NCBI gene;Acc:103911869]	ENSDARG00000096876.2	103911869		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	37631714	37634030	+	LL0000007041	CR847984.2		ENSDARG00000104562.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	1685021	1685345	+	LL0000007042	CR847994.1		ENSDARG00000097341.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	39637740	39645310	-	LL0000007043	CR847998.1		ENSDARG00000104784.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	11982450	11986634	+	LL0000007044	CR848025.1	si:dkey-202l22.4 [Source:NCBI gene;Acc:101882714]	ENSDARG00000100501.2	101882714		"partial transcript overlap; ""j"" class in gffcompare; no abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr15	11989063	11992903	-	LL0000007045	CR848025.2		ENSDARG00000102703.2			No transcript match by gffcompare	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	26613183	26616177	+	LL0000007046	CR848032.1		ENSDARG00000102710.2			No transcript match by gffcompare	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr13	9524382	9525527	-	LL0000007047	CR848040.3	UNCHARACTERIZED	ENSDARG00000116065.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	29212421	29227002	+	LL0000007048	CR848047.1		ENSDARG00000095906.3				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	7646762	7648325	-	LL0000007049	CR848049.1	UNCHARACTERIZED	ENSDARG00000112460.1			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	41643120	41667310	-	LL0000007050	CR848665.1		ENSDARG00000097078.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	16597539	16603815	-	LL0000007051	CR848667.1	si:ch1073-443n13.2 [Source:NCBI gene;Acc:100535735]	ENSDARG00000097712.3	100535735		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	16526975	16529972	-	LL0000007052	CR848667.2		ENSDARG00000101907.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	35440740	35468800	-	LL0000007053	CR848683.1		ENSDARG00000097135.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	35414466	35661368	-	LL0000007054	CR848683.2		ENSDARG00000117442.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	34442409	34484743	+	LL0000007055	CR848703.1		ENSDARG00000117733.1			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	11792408	11796299	+	LL0000007056	CR848705.1		ENSDARG00000102054.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	11639483	11706093	-	LL0000007057	CR848705.2		ENSDARG00000104692.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	36095269	36096582	-	LL0000007058	CR848715.1	UNCHARACTERIZED	ENSDARG00000109891.1			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	21736359	21737345	-	LL0000007059	CR848717.1		ENSDARG00000091976.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	16711856	16712514	+	LL0000007060	CR848723.1		ENSDARG00000094436.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	25201543	25214727	+	LL0000007061	CR848736.1		ENSDARG00000096795.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	13667099	13671219	-	LL0000007062	CR848741.1		ENSDARG00000092615.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	30505279	30519175	-	LL0000007063	CR848742.1		ENSDARG00000097142.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	53307861	53357476	+	LL0000007064	CR848746.1		ENSDARG00000097164.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	37259354	37264265	-	LL0000007065	CR848749.2		ENSDARG00000117594.1	100535321		"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	19928849	19932933	-	LL0000007066	CR848757.1		ENSDARG00000097182.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	19752881	19754803	+	LL0000007067	CR848759.1		ENSDARG00000097273.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	20896500	20901355	+	LL0000007068	CR848784.1		ENSDARG00000097996.2	103908848		"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	20779412	20781116	-	LL0000007069	CR848784.3		ENSDARG00000111400.1			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	20798128	20799830	-	LL0000007070	CR848784.4		ENSDARG00000113115.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	5607138	5612480	-	LL0000007071	CR848788.1	RNA DIRECTED DNA POLYMERASE FROM MOBILE ELEMENT JOCKEY EC_2.7.7.49 REVERSE TRANSCRIPTASE	ENSDARG00000103037.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	5539189	5544738	+	LL0000007072	CR848788.2	SPECTRIN BETA CHAIN NON ERYTHROCYTIC 5 BETA V SPECTRIN	ENSDARG00000107053.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	17279984	17285063	-	LL0000007073	CR848791.1		ENSDARG00000096838.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	17377707	17382582	-	LL0000007074	CR848791.2		ENSDARG00000096955.3	110437900		"partial transcript overlap; ""j"" class in gffcompare; no abbreviation match"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	17376367	17378063	+	LL0000007075	CR848791.3		ENSDARG00000097320.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	29770611	29776205	-	LL0000007076	CR848812.1		ENSDARG00000096951.2	108179323		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	26992109	26994461	-	LL0000007077	CR848825.1		ENSDARG00000097830.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	15355857	15498152	-	LL0000007078	CR848833.1		ENSDARG00000117428.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	37727834	37729166	-	LL0000007079	CR848836.1		ENSDARG00000097508.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	15708065	15711173	-	LL0000007080	CR848840.1		ENSDARG00000098034.3	103908819		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	29030785	29042169	-	LL0000007081	CR848841.1		ENSDARG00000094396.4	101885900		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	18789111	18792858	+	LL0000007082	CR848844.1		ENSDARG00000097536.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	8993860	8995981	+	LL0000007083	CR853291.1		ENSDARG00000093163.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	42873740	42874709	-	LL0000007084	CR854827.1		ENSDARG00000097222.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	42897582	42900680	+	LL0000007085	CR854827.3		ENSDARG00000097750.3				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	32434738	32437964	+	LL0000007086	CR854829.1		ENSDARG00000101518.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	24534163	24537836	-	LL0000007087	CR854832.1		ENSDARG00000096817.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	4445578	4447653	-	LL0000007088	CR854838.1		ENSDARG00000092422.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	51417266	51447869	+	LL0000007089	CR854839.1	si:dkey-54h16.1 [Source:NCBI gene;Acc:100535472]	ENSDARG00000097006.2	100535472		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	41400520	41408148	-	LL0000007090	CR854897.1	NLR family CARD domain-containing protein 3-like [Source:NCBI gene;Acc:108179100]	ENSDARG00000095528.4	108179100			Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	41393401	41396073	-	LL0000007091	CR854897.2		ENSDARG00000095780.4			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	41915340	41926697	+	LL0000007092	CR854899.1		ENSDARG00000102357.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	35780040	35784132	+	LL0000007093	CR854907.1		ENSDARG00000097386.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	16394629	16397510	+	LL0000007094	CR854926.1		ENSDARG00000103429.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	32028079	32039063	-	LL0000007095	CR854927.1		ENSDARG00000093710.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	32152199	32163795	-	LL0000007096	CR854927.2		ENSDARG00000095197.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	31960916	31970381	+	LL0000007097	CR854927.3		ENSDARG00000097126.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	31977693	31980948	-	LL0000007098	CR854927.4	GLUTATHIONE S TRANSFERASE KAPPA 1 EC_2.5.1.18 GST 13 13 GST CLASS KAPPA GSTK1 1 GLUTATHIONE S TRANSFERASE SUBUNIT 13	ENSDARG00000110055.1			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	26200885	26219991	-	LL0000007099	CR854941.1		ENSDARG00000117278.1				geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr16	22761846	22790881	+	LL0000007100	CR854942.1		ENSDARG00000110092.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	12206937	12207809	+	LL0000007101	CR854945.1		ENSDARG00000101125.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	42140245	42141546	-	LL0000007102	CR854948.1		ENSDARG00000103675.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	18290802	18292046	-	LL0000007103	CR854963.1		ENSDARG00000101871.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	10270247	10272725	-	LL0000007104	CR854964.1		ENSDARG00000096536.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	60894595	60896594	+	LL0000007105	CR854965.1		ENSDARG00000094223.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	60939506	60942207	-	LL0000007106	CR854965.2		ENSDARG00000097347.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	38512529	38594373	-	LL0000007107	CR854980.1	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 1 [Source:NCBI gene;Acc:101885998]	ENSDARG00000103123.2	101885998		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	8767290	8832554	+	LL0000007108	CR854981.1		ENSDARG00000115465.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	50426351	50673644	+	LL0000007109	CR854988.1		ENSDARG00000117792.1			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	32305253	32364200	+	LL0000007110	CR854989.1		ENSDARG00000097514.3			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	38146860	38207439	-	LL0000007111	CR855123.1		ENSDARG00000117630.1			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	33817691	33819979	+	LL0000007112	CR855206.1		ENSDARG00000100711.2				geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr6	33813288	33835181	+	LL0000007113	CR855206.2		ENSDARG00000102518.2				geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr24	12144187	12187581	-	LL0000007114	CR855257.1		ENSDARG00000094941.3				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr24	12200260	12201622	+	LL0000007115	CR855257.2	UNCHARACTERIZED	ENSDARG00000110005.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	31047854	31055288	+	LL0000007116	CR855274.1		ENSDARG00000100787.2			No transcript match by gffcompare	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr16	22061003	22064520	-	LL0000007117	CR855277.1		ENSDARG00000092020.2				Ens99 gene ID import on matching gene abbreviation and > 0.8 gene coordinate overlap using intersectBed
chr16	22009140	22012320	-	LL0000007118	CR855277.2	RIIa domain-containing protein 1-like [Source:NCBI gene;Acc:100536995]	ENSDARG00000092801.3	100536995		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	22022533	22097384	+	LL0000007119	CR855277.3	uncharacterized LOC108179599 [Source:NCBI gene;Acc:108179599]	ENSDARG00000093926.3	108179599		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	22060569	22064456	-	LL0000007120	CR855277.4		ENSDARG00000117568.1				Ens99 gene ID import on matching gene abbreviation and > 0.8 gene coordinate overlap using intersectBed
chr8	50966806	50967999	+	LL0000007121	CR855300.1		ENSDARG00000095922.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	41675203	41680481	-	LL0000007122	CR855306.1		ENSDARG00000099475.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	48998812	49006059	+	LL0000007123	CR855307.1		ENSDARG00000099628.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	31623975	31628687	-	LL0000007124	CR855311.1	uncharacterized LOC101883708 [Source:NCBI gene;Acc:101883708]	ENSDARG00000090352.5	101883708		"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	31508827	31511707	-	LL0000007125	CR855311.2		ENSDARG00000096848.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	31646390	31651183	-	LL0000007126	CR855311.4		ENSDARG00000103504.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	31639110	31644545	-	LL0000007127	CR855311.5	GAMMA AMINOBUTYRIC ACID TYPE B RECEPTOR SUBUNIT 2 PRECURSOR GABA B RECEPTOR 2 GABA B R2 GABA BR2 GABABR2 GB2 G COUPLED RECEPTOR 51	ENSDARG00000111795.1	560647		"Partial transcript match;""k"" classification in gffcompare"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr16	39485608	39583668	+	LL0000007128	CR855318.1	TGF BETA RECEPTOR TYPE 2 PRECURSOR TGFR 2 EC_2.7.11.30 TGF BETA TYPE II RECEPTOR TRANSFORMING GROWTH FACTOR BETA RECEPTOR TYPE II TGF BETA RECEPTOR TYPE II TBETAR II	ENSDARG00000113139.1				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	7956030	7961696	+	LL0000007129	CR855320.1	TRANSPOSON TF2 POLYPROTEIN RETROTRANSPOSABLE ELEMENT TF2.155 KDA	ENSDARG00000099359.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	7988052	7989314	+	LL0000007130	CR855320.2	UNCHARACTERIZED	ENSDARG00000103767.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	8001435	8012476	-	LL0000007131	CR855320.3	si:dkey-79f11.10 [Source:NCBI gene;Acc:100007523]	ENSDARG00000107486.2	100007523		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	29842588	29899878	-	LL0000007132	CR855328.1		ENSDARG00000092539.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	35482156	35497938	+	LL0000007133	CR855337.1	KIAA0040 ortholog [Source:NCBI gene;Acc:100536987]	ENSDARG00000094295.3	100536987		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	345127	352043	-	LL0000007134	CR855375.1		ENSDARG00000082245.2	503923		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import based on gene abbreviation ONLY; may conflict with gene coordinates
chr11	501654	504086	+	LL0000007135	CR855375.2		ENSDARG00000097050.2				geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr11	383800	396724	-	LL0000007136	CR855375.3		ENSDARG00000097050.2	101884385		"partial transcript overlap; ""j"" class in gffcompare; no abbreviation match"	Ens99 gene ID import based on gene abbreviation ONLY; may conflict with gene coordinates
chr15	33807350	33818630	+	LL0000007137	CR855379.1		ENSDARG00000099206.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	33868661	33887363	-	LL0000007138	CR855379.2		ENSDARG00000100511.2	103908853		"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	33883702	33887683	+	LL0000007139	CR855379.3		ENSDARG00000102301.2	100330563		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	32707770	32709645	+	LL0000007140	CR855389.1	si:dkey-74i1.3 [Source:NCBI gene;Acc:101884058]	ENSDARG00000099764.2	101884058		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	32633290	32636731	-	LL0000007141	CR855389.2		ENSDARG00000104489.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	3153546	3161777	+	LL0000007142	CR855393.1	UNCHARACTERIZED	ENSDARG00000039888.7			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	3332091	3333124	+	LL0000007143	CR855393.2		ENSDARG00000094270.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	25155542	25157191	-	LL0000007144	CR855860.1		ENSDARG00000100012.2			No transcript match by gffcompare	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
